feature,count0@False,count1@False,count0@True,count1@True,PresenceTrue,PresenceFalse,AbsenceTrue,AbsenceFalse
extensible,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
tracks,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
pitch,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
fused,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
demands,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
junction,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
opponent,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
taken,7022,102.0,2292,6.0,0.058823529411764705,17.0,0.3264027342637425,3.0636998254799304
calculus,7056,68.0,2294,4.0,0.058823529411764705,17.0,0.3251133786848073,3.075850043591979
opinions,7073,51.0,2295,3.0,0.058823529411764705,17.0,0.32447334935670863,3.081917211328976
mid,7107,17.0,2297,1.0,0.058823529411764705,17.0,0.3232024764316871,3.0940356987374837
development,6836,288.0,2281,17.0,0.059027777777777776,16.941176470588236,0.3336746635459333,2.996931170539237
try,7058,66.0,2294,4.0,0.06060606060606061,16.5,0.32502125247945596,3.076721883173496
accessible,7091,33.0,2296,2.0,0.06060606060606061,16.5,0.32379072063178677,3.0884146341463414
concerning,7091,33.0,2296,2.0,0.06060606060606061,16.5,0.32379072063178677,3.0884146341463414
load,7091,33.0,2296,2.0,0.06060606060606061,16.5,0.32379072063178677,3.0884146341463414
article,6912,212.0,2285,13.0,0.06132075471698113,16.307692307692307,0.33058449074074076,3.024945295404814
participating,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
autonomy,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
assessment,7060,64.0,2294,4.0,0.0625,16.0,0.32492917847025493,3.077593722755013
answered,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
integrity,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
interplay,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
86,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
processors,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
traveling,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
deduction,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
completed,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
cepstral,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
72,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
abstracts,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
seeking,7108,16.0,2297,1.0,0.0625,16.0,0.3231570061902082,3.0944710491946017
asp,7076,48.0,2295,3.0,0.0625,16.0,0.324335782928208,3.0832244008714595
verification,7045,79.0,2293,5.0,0.06329113924050633,15.8,0.3254790631653655,3.072394243349324
commercial,7077,47.0,2295,3.0,0.06382978723404255,15.666666666666666,0.32428995337007205,3.0836601307189544
describes,6922,202.0,2285,13.0,0.06435643564356436,15.538461538461538,0.33010690551863625,3.0293216630196937
stream,7062,62.0,2294,4.0,0.06451612903225806,15.5,0.32483715661285756,3.0784655623365302
city,7093,31.0,2296,2.0,0.06451612903225806,15.5,0.3236994219653179,3.0892857142857144
routing,7093,31.0,2296,2.0,0.06451612903225806,15.5,0.3236994219653179,3.0892857142857144
transportation,7093,31.0,2296,2.0,0.06451612903225806,15.5,0.3236994219653179,3.0892857142857144
customers,7093,31.0,2296,2.0,0.06451612903225806,15.5,0.3236994219653179,3.0892857142857144
recognized,7093,31.0,2296,2.0,0.06451612903225806,15.5,0.3236994219653179,3.0892857142857144
plan,7033,91.0,2292,6.0,0.06593406593406594,15.166666666666666,0.3258922223802076,3.068499127399651
plans,7049,75.0,2293,5.0,0.06666666666666667,15.0,0.32529436799546035,3.074138682948103
ten,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
diagnostic,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
completeness,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
accepted,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
reports,7064,60.0,2294,4.0,0.06666666666666667,15.0,0.32474518686296716,3.079337401918047
native,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
repository,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
constitute,7094,30.0,2296,2.0,0.06666666666666667,15.0,0.32365379193684807,3.0897212543554007
react,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
opening,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
blogs,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
ago,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
seamlessly,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
constructive,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
loops,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
primitives,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
prover,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
stemming,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
engineer,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
government,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
tv,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
viewpoints,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
courses,7109,15.0,2297,1.0,0.06666666666666667,15.0,0.3231115487410325,3.0949063996517197
classify,6991,133.0,2289,9.0,0.06766917293233082,14.777777777777779,0.32742096981833785,3.054172127566623
team,7080,44.0,2295,3.0,0.06818181818181818,14.666666666666666,0.3241525423728814,3.084967320261438
autonomous,7022,102.0,2291,7.0,0.06862745098039216,14.571428571428571,0.32626032469381944,3.0650371017023135
arabic,7066,58.0,2294,4.0,0.06896551724137931,14.5,0.3246532691763374,3.080209241499564
failure,7066,58.0,2294,4.0,0.06896551724137931,14.5,0.3246532691763374,3.080209241499564
cloud,7067,57.0,2294,4.0,0.07017543859649122,14.25,0.32460732984293195,3.0806451612903225
mining,6884,240.0,2281,17.0,0.07083333333333333,14.117647058823529,0.3313480534572923,3.0179745725558966
centers,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
executed,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
closure,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
camera,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
phone,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
multiagent,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
evaluates,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
workshop,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
preventing,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
cycle,7096,28.0,2296,2.0,0.07142857142857142,14.0,0.32356257046223225,3.0905923344947737
lose,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
survival,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
propositions,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
holistic,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
cameras,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
facets,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
prolog,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
velocity,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
banks,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
arriving,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
exception,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
emergent,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
consequences,7082,42.0,2295,3.0,0.07142857142857142,14.0,0.3240609997175939,3.085838779956427
mutation,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
investigated,7026,98.0,2291,7.0,0.07142857142857142,14.0,0.3260745801309422,3.0667830641641203
official,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
competitions,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
fire,7110,14.0,2297,1.0,0.07142857142857142,14.0,0.3230661040787623,3.0953417501088376
conflict,7083,41.0,2295,3.0,0.07317073170731707,13.666666666666666,0.3240152477763659,3.0862745098039217
classified,7083,41.0,2295,3.0,0.07317073170731707,13.666666666666666,0.3240152477763659,3.0862745098039217
databases,7029,95.0,2291,7.0,0.07368421052631578,13.571428571428571,0.3259354104424527,3.0680925360104756
era,7097,27.0,2296,2.0,0.07407407407407407,13.5,0.3235169790052135,3.09102787456446
methodologies,7097,27.0,2296,2.0,0.07407407407407407,13.5,0.3235169790052135,3.09102787456446
guidelines,7097,27.0,2296,2.0,0.07407407407407407,13.5,0.3235169790052135,3.09102787456446
trial,7097,27.0,2296,2.0,0.07407407407407407,13.5,0.3235169790052135,3.09102787456446
pareto,7097,27.0,2296,2.0,0.07407407407407407,13.5,0.3235169790052135,3.09102787456446
monitor,7097,27.0,2296,2.0,0.07407407407407407,13.5,0.3235169790052135,3.09102787456446
planner,7084,40.0,2295,3.0,0.075,13.333333333333334,0.32396950875211744,3.086710239651416
intelligence,6871,253.0,2279,19.0,0.07509881422924901,13.31578947368421,0.3316838888080338,3.014918824045634
robot,6991,133.0,2288,10.0,0.07518796992481203,13.3,0.3272779287655557,3.055506993006993
personalized,7071,53.0,2294,4.0,0.07547169811320754,13.25,0.32442370244661295,3.0823888404533566
comparative,7071,53.0,2294,4.0,0.07547169811320754,13.25,0.32442370244661295,3.0823888404533566
aiming,7071,53.0,2294,4.0,0.07547169811320754,13.25,0.32442370244661295,3.0823888404533566
protection,7111,13.0,2297,1.0,0.07692307692307693,13.0,0.32302067219800307,3.0957771005659556
straight,7111,13.0,2297,1.0,0.07692307692307693,13.0,0.32302067219800307,3.0957771005659556
phonemes,7111,13.0,2297,1.0,0.07692307692307693,13.0,0.32302067219800307,3.0957771005659556
neighboring,7111,13.0,2297,1.0,0.07692307692307693,13.0,0.32302067219800307,3.0957771005659556
bns,7111,13.0,2297,1.0,0.07692307692307693,13.0,0.32302067219800307,3.0957771005659556
